અયોધાતુ,અ-યોધા-તુ
અયનસંધિ,અયન-સં-ધિ
ગેરદોરવણી,ગેર-દોર-વ-ણી
પ્રકાશશાસ્ત્ર,પ્ર-કાશશાસ્-ત્-ર
અભિયુક્તતા,અ-ભિયુક્તતા
અન્નસત્ર,અન્-નસત્-ર
સાત્ત્વિકી,સાત્ત્વિકી
જુલાઈ,જુ-લાઈ
સંતોરવું,સં-તો-ર-વું
ગુણવત્તા,ગુણવત્-તા
સ્કૅન્ડિયમ,સ્કૅન્ડિયમ
કિલોમિટર,કિલોમિટર
ઇરાદો,ઇરાદો
નીતિનિયમ,ની-તિ-નિ-યમ
રંભણ,રં-ભણ
સર્વાંગાસન,સર્વાંગાસન
અબ્દકોશ,અબ્-દ-કોશ
વેલણિયું,વેલણિ-યું
આધુનિકતા,આ-ધુ-નિક-તા
સળંગસૂત્ર,સ-ળંગ-સૂત્-ર
અનુવાદાત્મક,અ-નુ-વા-દા-ત્-મક
કારયિત્રી,કારયિ-ત્રી
ફલાગમ,ફ-લાગમ
અનુયાયિની,અ-નુયાયિની
પાસવાન,પાસ-વાન
રેશમી,રેશમી
અક્કલમઠું,અક્કલમઠું
ઉપક્ષય,ઉપક્-ષય
ગૃધ્રી,ગૃધ્રી
પ્રીમિયમ,પ્રીમિયમ
જેઠીમલ્લ,જેઠી-મલ્-લ
આંખમિચામણાં,આંખમિચામ-ણાં
વિસ્મયકારક,વિસ્મયકારક
ઉંમરલાયક,ઉંમર-લા-યક
દેખતું,દેખતું
નીતિશાસ્ત્રી,ની-તિ-શાસ્-ત્રી
સદ્દશીકરણ,સદ્-દ-શીકરણ
કર્મબાધ,કર્-મ-બાધ
ઇર્ખા,ઇર્ખા
અઠેગઠે,અઠેગઠે
હાંકણી,હાં-કણી
ઘટત્વ,ઘટત્-વ
ચૂનવું,ચૂ-ન-વું
તૈંયે,તૈંયે
નવ્યાશી,નવ્યા-શી
ટગમગ,ટ-ગમગ
ટ્રેડિશનલ,ટ્રેડિશનલ
અથથી,અથથી
તતોભ્રષ્ટ,ત-તો-ભ્રષ્-ટ
ઘડાઈ,ઘ-ડાઈ
રસગોઠ,રસગો-ઠ
ધરવવું,ધર-વ-વું
અગતિયો,અ-ગ-તિ-યો
ચોરસું,ચોરસું
નુક્તી,નુ-ક્તી
આઇરિસ,આઇરિસ
કડાઝૂડ,ક-ડાઝૂડ
અંટાવવું,અં-ટાવ-વું
આમેજ,આમેજ
સુકવાવવું,સુક-વાવ-વું
ઢોરઢાંક,ઢોરઢાંક
કર્મવાદી,કર્-મ-વા-દી
અપદ્યાગદ્ય,અપદ્યાગદ્ય
અપિ,અપિ
દ્દષ્ટિમર્યાદા,દ્-દષ્-ટિ-મર્-યા-દા
કર્ણફૂલ,કર્-ણ-ફૂલ
અંકશાયી,અંક-શાયી
કષ્ટી,કષ્ટી
આશાબંધ,આ-શાબંધ
હિરણ્યમય,હિરણ્-યમય
ગોપાવવું,ગો-પાવ-વું
ઋક્ષા,ઋ-ક્-ષા
ડ,ડ
જળતુલા,જળતુ-લા
અર્વાચીન,અર્-વાચીન
ધોળુંધબ,ધો-ળુંધ-બ
અતાર્ય,અ-તાર્-ય
સંધે,સંધે
જાગ્રદવસ્થા,જા-ગ્ર-દવસ્થા
ખાળકૂવો,ખાળકૂ-વો
અભયવાન,અ-ભયવાન
બખુશી,બ-ખુ-શી
ગામગરાસિયો,ગામગ-રાસિ-યો
સેજિયું,સે-જિ-યું
ભીંતપત્રિકા,ભીંતપત્રિ-કા
અંકદર્શક,અંકદર્-શક
ફેંસાવું,ફેં-સા-વું
અનુવૃત્તિ,અ-નુવૃત્-તિ
અમૃતપાક,અમૃત-પાક
બેળેબેળે,બેળેબેળે
ઉડ્ડીન,ઉડ્ડીન
આભલી,આભલી
ઝીંથરકા,ઝીં-થર-કા
પરદેશીય,પર-દે-શીય
બંબાદળ,બં-બાદળ
આલમ,આલમ
ઉપશાંત,ઉપશાંત
વિદ્યાપીઠ,વિદ્યાપીઠ
વાયોલિન,વા-યોલિન
આડશેરી,આ-ડશે-રી
પ્રતિલોમ,પ્ર-તિલો-મ
પ્યારો,પ્-યા-રો
માલકા,માલ-કા
દુષ્પ્રેક્ષ્ય,દુ-ષ્-પ્રેક્-ષ્-ય
દમબદમ,દમબદમ
ફેરવાવું,ફેર-વા-વું
તફસીલ,તફસીલ
વિખેરાવવું,વિ-ખે-રાવ-વું
જુહારાવું,જુહા-રા-વું
દિક,દિક
કાવરું,કાવ-રું
મૂળહક,મૂળ-હક
અતિજાત,અ-તિજાત
ભેજાવવું,ભે-જાવ-વું
ન્યૂનપણું,ન્-યૂન-પ-ણું
વિડારાવું,વિ-ડારા-વું
જોરાળ,જોરાળ
સાંકેતિકી,સાંકેતિકી
પરીક્ષ્ય,પ-રીક્-ષ્-ય
ઇનામપટ્ટો,ઇનામપટ્ટો
આસત્તિ,આસત્-તિ
દેસાણ,દેસાણ
ગોકુળનાથ,ગોકુળનાથ
સઈદ,સઈદ
અજિત,અજિત
નાગખડિયો,નાગ-ખડિ-યો
પારંગતતા,પા-રંગતતા
ધૂંધવું,ધૂંધ-વું
ઇમામબારા,ઇ-મામ-બા-રા
મીનોઈ,મીનોઈ
આરોગ્યએકમ,આ-રોગ્-ય-એકમ
ફૂલડું,ફૂલડું
જમાઉધાર,જ-માઉ-ધાર
ઘુમરડિયો,ઘુ-મરડિ-યો
ઘરખૂણિયું,ઘર-ખૂણિ-યું
અનન્વયરૂપ,અ-નન્-વ-યરૂપ
આચરણીય,આ-ચર-ણીય
એકજીવ,એક-જીવ
જન્માવું,જન્-મા-વું
ગાભણી,ગા-ભ-ણી
આર્કિટેક્ટ,આ-ર્-કિટે-ક્ટ
અધોવાયો,અધો-વા-યો
પરવલ્લી,પર-વલ્-લી
વાસરિકા,વાસરિકા
અસબાબ,અ-સબા-બ
પાલી,પા-લી
પુત્રપ્રાપ્તિ,પુત્-રપ્રા-પ્-તિ
બેરિયમ,બેરિ-યમ
કુંજાર,કુંજાર
સુહાસિની,સુહાસિની
ખજાનદાર,ખ-જાનદાર
રતાંધતા,ર-તાંધ-તા
અભક્તિ,અ-ભક્તિ
ગટરપટર,ગટર-પટર
યાગ,યા-ગ
અનાગતવિધાતા,અ-નાગત-વિ-ધા-તા
વિનિપાત,વિ-નિ-પાત
નુજૂમી,નુજૂમી
વજ,વ-જ
વહાણું,વ-હાણું
ખલખોલાણ,ખ-લ-ખોલાણ
પાર્કિંગ,પાર્કિંગ
દ્દષ્ટિક્ષેત્ર,દ્-દ-ષ્-ટિક્ષેત્-ર
રાજ્યનીતિ,રાજ્-યની-તિ
ફળદાયી,ફળ-દાયી
ઉદ્બોધન,ઉદ્બોધન
અમિશ્રિત,અમિશ્રિત
કમલતંતુ,કમલતં-તુ
નવેમ્બર,ન-વેમ્બર
બારોબારિયું,બા-રો-બારિ-યું
નગરપતિ,ન-ગર-પ-તિ
નિશાનબાજ,નિ-શાન-બાજ
અકાલ,અકાલ
હળપૂણી,હળપૂણી
ગ્રેડ,ગ્-રેડ
વક્રદર્શિતા,વક્-ર-દર્-શિતા
અન્નમય,અન્-નમય
ઉચ્છિત,ઉચ્છિત
અવ્યગ્ર,અ-વ્ય-ગ્ર
માર્જન,માર્-જન
આખ્યાનકાવ્ય,આખ્-યાન-કાવ્ય
હરીફરીને,હ-રીફરીને
કોય,કોય
છીંકારી,છીં-કા-રી
વાક્છટા,વાક્છટા
સલફો,સલફો
ધર્માજ્ઞા,ધર્-માજ્-ઞા
કાકડો,કાક-ડો
અસ્ત્રવિદ્યા,અસ્ત્રવિદ્યા
કડકડાટ,કડક-ડાટ
ઘેરદાર,ઘેર-દાર
રઘુ,રઘુ
લોકાન્ત,લો-કાન્-ત
અભિરૂપ,અ-ભિરૂપ
અલવાન,અ-લ-વાન
હરેડી,હ-રેડી
સ્ત્રીહઠ,સ્-ત્રીહઠ
ગુડ્ઝટ્રેન,ગુડ્ઝટ્રેન
હલકાહોલ,હલ-કાહો-લ
ઊથડવું,ઊ-થડ-વું
બુદ્ધિતત્ત્વ,બુ-દ્-ધિતત્ત્-વ
ઍમ,ઍમ
અદ્દઢ,અદ્-દઢ
બૉલર,બૉલર
હિંડોળો,હિં-ડો-ળો
ઝીંકણું,ઝીંક-ણું
ઉરસ્ત્ર,ઉરસ્-ત્-ર
થીણું,થીણું
કરણીગત,કર-ણીગત
અફઘાની,અફઘાની
મૃદુતા,મૃદુતા
દોલતજાદો,દો-લતજાદો
અદ્યતની,અદ્યતની
અચ્છેરિયો,અચ્-છેરિ-યો
પૂંજ,પૂંજ
ગોવાળિયો,ગો-વાળિ-યો
અસૂયક,અસૂયક
ગેરખુશી,ગેરખુ-શી
જોડું,જો-ડું
ગાંગેરૂક,ગાંગેરૂક
ટંગાડવું,ટં-ગાડ-વું
અકેકુ,અકેકુ
ચતુર્વર્ણ,ચ-તુર્-વર્-ણ
આત્મસંયમ,આત્-મ-સં-યમ
ગર્જના,ગર્-જ-ના
ખોદકામ,ખોદકામ
ચલાયમાન,ચ-લા-ય-માન
અટ્ઠાવન,અટ્ઠાવન
કોશિયાળો,કો-શિ-યા-ળો
વિશ્વસનીય,વિશ્-વસ-ની-ય
ધૂંખાળાવવું,ધૂંખા-ળાવ-વું
કચવવું,કચવ-વું
દેશાંતર,દેશાંતર
ઉભડિયો,ઉ-ભડિ-યો
સીકર,સીકર
સંઘાતે,સંઘાતે
ત્યક્તા,ત્-યક્તા
વરાંસો,વરાંસો
ગર્જન,ગર્-જન
ગોપના,ગો-પ-ના
ગદગદું,ગદગ-દું
અવરોહી,અવ-રોહી
બતલાવાવું,બત-લાવા-વું
મિશ્રણીય,મિશ્ર-ણીય
સમજશક્તિ,સ-મજશક્તિ
અન્વયયોજના,અન્વ-ય-યો-જ-ના
મહામંત્રી,મ-હા-મં-ત્રી
સુવર્ણયુગ,સુ-વર્-ણ-યુગ
સૌત્રામણ,સૌત્રામણ
કાલાનુક્રમદોષ,કાલાનુ-ક્રમદોષ
સથરપથર,સ-થર-પથર
ખાડાળું,ખાડાળું
કાંઈ,કાંઈ
સુમતિ,સુ-મ-તિ
પોમચો,પો-મ-ચો
હાલનું,હાલનું
આયખું,આયખું
ચિદ્વિલાસ,ચિદ્વિ-લાસ
આભાસી,આ-ભાસી
અલકાધિપ,અ-લ-કાધિપ
ઑર્નામેન્ટ,ઑર્નામેન્ટ
કમાન્ડર,ક-માન્ડર
ચનિક,ચનિક
પ્રતિચક્રવાત,પ્ર-તિચક્ર-વાત
બાંડો,બાંડો
ખેરાતી,ખે-રાતી
રોગી,રો-ગી
બળબળવું,બળ-બળ-વું
કાણિયત,કાણિ-યત
બૅરક,બૅરક
ભાસમાન,ભાસ-માન
ઍક્સ્પ્રેશનિઝમ,ઍક્સ્પ્રેશ-નિઝમ
એકતીસ,એક-તીસ
ગ્રામાંતર,ગ્રામાં-તર
સ્થલપહ્મ,સ્-થલ-પહ્-મ
મતંગ,મ-તં-ગ
ઍપ્રૂવલ,ઍપ્-રૂવ-લ
પાવરી,પાવ-રી
બોધદાયક,બોધદાયક
પ્લેજિયરિઝમ,પ્લેજિયરિઝમ
ફ્રીમેસન્રી,ફ્રીમેસન્રી
પંડરોગિયું,પં-ડરોગિ-યું
સગલી,સ-ગ-લી
દીનદારી,દીનદા-રી
આશ્રમસ્થાન,આશ્રમસ્થાન
અદ્વંદ્વ,અદ્વંદ્વ
આહીરણી,આ-હીર-ણી
છાપત,છાપત
દહાડિયો,દ-હાડિ-યો
ત્રિયામી,ત્રિ-યામી
વહેવરામણ,વ-હે-વ-રામણ
ઇદંતા,ઇદંતા
ઠોઠંર,ઠોઠંર
વિભાવવું,વિ-ભાવ-વું
બડેજાવ,બડેજાવ
અમલપાણી,અ-મલ-પા-ણી
સાર્વવર્ણિક,સાર્-વ-વર્-ણિક
વહેતણિયું,વ-હેતણિ-યું
ડિસીઝ,ડિસીઝ
રૂપજીવિની,રૂપજી-વિની
